Gene	UniProtID	Accession	Protein_Name	Terms(GO/InterPro)	Term_Description	Term_namespace/type
tuf	O31297	EFTU_BUCAI	Elongation factor Tu	IPR004160	Translation elongation factor EFTu/EF1A, C-terminal	domain
tuf	O31297	EFTU_BUCAI	Elongation factor Tu	IPR004161	Translation elongation factor EFTu-like, domain 2	domain
tuf	O31297	EFTU_BUCAI	Elongation factor Tu	IPR004541	Translation elongation factor EFTu/EF1A, bacterial/organelle	family
tuf	O31297	EFTU_BUCAI	Elongation factor Tu	IPR005225	Small GTP-binding protein domain	domain
tuf	O31297	EFTU_BUCAI	Elongation factor Tu	IPR009000	Translation protein, beta-barrel domain superfamily	homologous_superfamily
tuf	O31297	EFTU_BUCAI	Elongation factor Tu	IPR009001	Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal	homologous_superfamily
tuf	O31297	EFTU_BUCAI	Elongation factor Tu	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
tuf	O31297	EFTU_BUCAI	Elongation factor Tu	IPR031157	Tr-type G domain, conserved site	conserved_site
tuf	O31297	EFTU_BUCAI	Elongation factor Tu	IPR033720	Elongation factor Tu, domain 2	domain
tuf	O31297	EFTU_BUCAI	Elongation factor Tu	IPR041709	Elongation factor Tu (EF-Tu), GTP-binding domain	domain
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	GO:0031072	heat shock protein binding	F
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	GO:0051082	unfolded protein binding	F
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	GO:0005524	ATP binding	F
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	GO:0006457	protein folding	P
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	GO:0009408	response to heat	P
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	IPR001305	Heat shock protein DnaJ, cysteine-rich domain	domain
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	IPR001623	DnaJ domain	domain
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	IPR002939	Chaperone DnaJ, C-terminal	domain
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	IPR008971	HSP40/DnaJ peptide-binding	homologous_superfamily
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	IPR012724	Chaperone DnaJ	family
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	IPR018253	DnaJ domain, conserved site	conserved_site
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	IPR036410	Heat shock protein DnaJ, cysteine-rich domain superfamily	homologous_superfamily
dnaJ	O32465	DNAJ_BUCAI	Chaperone protein DnaJ	IPR036869	Chaperone J-domain superfamily	homologous_superfamily
groEL	P25750	CH60_BUCAI	Chaperonin GroEL	GO:0140662	ATP-dependent protein folding chaperone	F
groEL	P25750	CH60_BUCAI	Chaperonin GroEL	GO:0042026	protein refolding	P
groEL	P25750	CH60_BUCAI	Chaperonin GroEL	GO:0005524	ATP binding	F
groEL	P25750	CH60_BUCAI	Chaperonin GroEL	GO:0006457	protein folding	P
groEL	P25750	CH60_BUCAI	Chaperonin GroEL	IPR001844	Chaperonin Cpn60/GroEL	family
groEL	P25750	CH60_BUCAI	Chaperonin GroEL	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	family
groEL	P25750	CH60_BUCAI	Chaperonin GroEL	IPR018370	Chaperonin Cpn60, conserved site	conserved_site
groEL	P25750	CH60_BUCAI	Chaperonin GroEL	IPR027409	GroEL-like apical domain superfamily	homologous_superfamily
groEL	P25750	CH60_BUCAI	Chaperonin GroEL	IPR027410	TCP-1-like chaperonin intermediate domain superfamily	homologous_superfamily
groEL	P25750	CH60_BUCAI	Chaperonin GroEL	IPR027413	GroEL-like equatorial domain superfamily	homologous_superfamily
leuB	P56933	LEU3_BUCAI	3-isopropylmalate dehydrogenase	GO:0003862	3-isopropylmalate dehydrogenase activity	F
leuB	P56933	LEU3_BUCAI	3-isopropylmalate dehydrogenase	GO:0009098	leucine biosynthetic process	P
leuB	P56933	LEU3_BUCAI	3-isopropylmalate dehydrogenase	GO:0000287	magnesium ion binding	F
leuB	P56933	LEU3_BUCAI	3-isopropylmalate dehydrogenase	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	F
leuB	P56933	LEU3_BUCAI	3-isopropylmalate dehydrogenase	GO:0051287	NAD binding	F
leuB	P56933	LEU3_BUCAI	3-isopropylmalate dehydrogenase	IPR004429	Isopropylmalate dehydrogenase	family
leuB	P56933	LEU3_BUCAI	3-isopropylmalate dehydrogenase	IPR019818	Isocitrate/isopropylmalate dehydrogenase, conserved site	conserved_site
leuB	P56933	LEU3_BUCAI	3-isopropylmalate dehydrogenase	IPR024084	Isopropylmalate dehydrogenase-like domain	domain
leuC	P56934	LEUC_BUCAI	3-isopropylmalate dehydratase large subunit	GO:0003861	3-isopropylmalate dehydratase activity	F
leuC	P56934	LEUC_BUCAI	3-isopropylmalate dehydratase large subunit	GO:0051539	4 iron, 4 sulfur cluster binding	F
leuC	P56934	LEUC_BUCAI	3-isopropylmalate dehydratase large subunit	GO:0009098	leucine biosynthetic process	P
leuC	P56934	LEUC_BUCAI	3-isopropylmalate dehydratase large subunit	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain	domain
leuC	P56934	LEUC_BUCAI	3-isopropylmalate dehydratase large subunit	IPR004430	3-isopropylmalate dehydratase, large subunit	family
leuC	P56934	LEUC_BUCAI	3-isopropylmalate dehydratase large subunit	IPR015931	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3	homologous_superfamily
leuC	P56934	LEUC_BUCAI	3-isopropylmalate dehydratase large subunit	IPR018136	Aconitase family, 4Fe-4S cluster binding site	binding_site
leuC	P56934	LEUC_BUCAI	3-isopropylmalate dehydratase large subunit	IPR033941	3-Isopropylmalate dehydratase, catalytic domain	domain
leuC	P56934	LEUC_BUCAI	3-isopropylmalate dehydratase large subunit	IPR036008	Aconitase, iron-sulfur domain	homologous_superfamily
leuD	P56935	LEUD_BUCAI	3-isopropylmalate dehydratase small subunit	GO:0003861	3-isopropylmalate dehydratase activity	F
leuD	P56935	LEUD_BUCAI	3-isopropylmalate dehydratase small subunit	GO:0009098	leucine biosynthetic process	P
leuD	P56935	LEUD_BUCAI	3-isopropylmalate dehydratase small subunit	GO:0009316	3-isopropylmalate dehydratase complex	C
leuD	P56935	LEUD_BUCAI	3-isopropylmalate dehydratase small subunit	IPR000573	Aconitase A/isopropylmalate dehydratase small subunit, swivel domain	domain
leuD	P56935	LEUD_BUCAI	3-isopropylmalate dehydratase small subunit	IPR004431	3-isopropylmalate dehydratase, small subunit	family
leuD	P56935	LEUD_BUCAI	3-isopropylmalate dehydratase small subunit	IPR015928	Aconitase/3-isopropylmalate dehydratase, swivel	homologous_superfamily
leuD	P56935	LEUD_BUCAI	3-isopropylmalate dehydratase small subunit	IPR033940	3-isopropylmalate dehydratase, swivel domain	domain
hslV	P57115	HSLV_BUCAI	ATP-dependent protease subunit HslV	GO:0051603	proteolysis involved in protein catabolic process	P
hslV	P57115	HSLV_BUCAI	ATP-dependent protease subunit HslV	GO:0005839	proteasome core complex	C
hslV	P57115	HSLV_BUCAI	ATP-dependent protease subunit HslV	GO:0004298	threonine-type endopeptidase activity	F
hslV	P57115	HSLV_BUCAI	ATP-dependent protease subunit HslV	GO:0006508	proteolysis	P
hslV	P57115	HSLV_BUCAI	ATP-dependent protease subunit HslV	GO:0009376	HslUV protease complex	C
hslV	P57115	HSLV_BUCAI	ATP-dependent protease subunit HslV	IPR001353	Proteasome, subunit alpha/beta	family
hslV	P57115	HSLV_BUCAI	ATP-dependent protease subunit HslV	IPR022281	ATP-dependent protease, HslV subunit	family
hslV	P57115	HSLV_BUCAI	ATP-dependent protease subunit HslV	IPR023333	Proteasome B-type subunit	family
hslV	P57115	HSLV_BUCAI	ATP-dependent protease subunit HslV	IPR029055	Nucleophile aminohydrolases, N-terminal	homologous_superfamily
atpE	P57119	ATPL_BUCAI	ATP synthase subunit c	GO:0015078	proton transmembrane transporter activity	F
atpE	P57119	ATPL_BUCAI	ATP synthase subunit c	GO:0015986	proton motive force-driven ATP synthesis	P
atpE	P57119	ATPL_BUCAI	ATP synthase subunit c	GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)	C
atpE	P57119	ATPL_BUCAI	ATP synthase subunit c	GO:1902600	proton transmembrane transport	P
atpE	P57119	ATPL_BUCAI	ATP synthase subunit c	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain	C
atpE	P57119	ATPL_BUCAI	ATP synthase subunit c	IPR000454	ATP synthase, F0 complex, subunit C	family
atpE	P57119	ATPL_BUCAI	ATP synthase subunit c	IPR002379	V-ATPase proteolipid subunit C-like domain	domain
atpE	P57119	ATPL_BUCAI	ATP synthase subunit c	IPR005953	ATP synthase, F0 complex, subunit C, bacterial/chloroplast	family
atpE	P57119	ATPL_BUCAI	ATP synthase subunit c	IPR020537	ATP synthase, F0 complex, subunit C, DCCD-binding site	binding_site
atpE	P57119	ATPL_BUCAI	ATP synthase subunit c	IPR035921	F/V-ATP synthase subunit C superfamily	homologous_superfamily
atpE	P57119	ATPL_BUCAI	ATP synthase subunit c	IPR038662	F1F0 ATP synthase subunit C superfamily	homologous_superfamily
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	GO:0046034	ATP metabolic process	P
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	GO:1902600	proton transmembrane transport	P
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	GO:0032559	adenyl ribonucleotide binding	F
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	GO:0005524	ATP binding	F
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	GO:0015986	proton motive force-driven ATP synthesis	P
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	F
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	C
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	domain
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	IPR000793	ATP synthase, alpha subunit, C-terminal	domain
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	IPR004100	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain	domain
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	IPR005294	ATP synthase, F1 complex, alpha subunit	family
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	IPR020003	ATPase, alpha/beta subunit, nucleotide-binding domain, active site	active_site
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	IPR023366	ATP synthase subunit alpha, N-terminal domain-like superfamily	homologous_superfamily
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	IPR033732	ATP synthase, F1 complex, alpha subunit nucleotide-binding domain	domain
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	IPR036121	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily	homologous_superfamily
atpA	P57122	ATPA_BUCAI	ATP synthase subunit alpha	IPR038376	ATP synthase, alpha subunit, C-terminal domain superfamily	homologous_superfamily
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	GO:0046034	ATP metabolic process	P
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	GO:1902600	proton transmembrane transport	P
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	GO:0005524	ATP binding	F
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	GO:0016887	ATP hydrolysis activity	F
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	F
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	GO:0015986	proton motive force-driven ATP synthesis	P
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	C
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	domain
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	IPR003593	AAA+ ATPase domain	domain
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	IPR004100	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain	domain
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	IPR005722	ATP synthase, F1 complex, beta subunit	family
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	IPR020003	ATPase, alpha/beta subunit, nucleotide-binding domain, active site	active_site
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	IPR024034	ATPase, F1/V1 complex, beta/alpha subunit, C-terminal	homologous_superfamily
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
atpD	P57124	ATPB_BUCAI	ATP synthase subunit beta	IPR036121	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily	homologous_superfamily
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	GO:0003677	DNA binding	F
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	F
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	GO:0005524	ATP binding	F
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	GO:0006265	DNA topological change	P
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	GO:0005694	chromosome	C
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR000565	DNA topoisomerase, type IIA, subunit B	family
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR001241	DNA topoisomerase, type IIA	family
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR002288	DNA gyrase B subunit, C-terminal	domain
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR003594	Histidine kinase/HSP90-like ATPase	domain
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR006171	TOPRIM domain	domain
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR011557	DNA gyrase, subunit B	family
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR013506	DNA topoisomerase, type IIA, subunit B, domain 2	domain
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR013759	DNA topoisomerase, type IIA, subunit B, C-terminal	homologous_superfamily
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR013760	DNA topoisomerase, type IIA-like domain superfamily	homologous_superfamily
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR014721	Small ribosomal subunit protein uS5 domain 2-type fold, subgroup	homologous_superfamily
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR018522	DNA topoisomerase, type IIA, conserved site	conserved_site
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR020568	Ribosomal protein uS5 domain 2-type superfamily	homologous_superfamily
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR034160	DNA gyrase subunit B, TOPRIM domain	domain
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	homologous_superfamily
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR041423	DNA gyrase subunit B insert domain	domain
gyrB	P57126	GYRB_BUCAI	DNA gyrase subunit B	IPR049353	DNA gyrase subunit B, hook	domain
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	GO:0005525	GTP binding	F
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	GO:0003924	GTPase activity	F
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	GO:0006400	tRNA modification	P
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	GO:0005515	protein binding	F
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	IPR004520	tRNA modification GTPase MnmE	family
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	IPR005225	Small GTP-binding protein domain	domain
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	IPR006073	GTP binding domain	domain
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	IPR018948	GTP-binding protein TrmE, N-terminal	domain
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	IPR025867	MnmE, helical domain	domain
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	IPR027266	GTP-binding protein TrmE/Aminomethyltransferase GcvT, domain 1	homologous_superfamily
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	IPR027368	tRNA modification GTPase MnmE domain 2	homologous_superfamily
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
mnmE	P57132	MNME_BUCAI	tRNA modification GTPase MnmE	IPR031168	TrmE-type guanine nucleotide-binding domain	domain
ftsY	P57137	FTSY_BUCAI	Signal recognition particle receptor FtsY	GO:0005525	GTP binding	F
ftsY	P57137	FTSY_BUCAI	Signal recognition particle receptor FtsY	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	P
ftsY	P57137	FTSY_BUCAI	Signal recognition particle receptor FtsY	GO:0016887	ATP hydrolysis activity	F
ftsY	P57137	FTSY_BUCAI	Signal recognition particle receptor FtsY	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain	domain
ftsY	P57137	FTSY_BUCAI	Signal recognition particle receptor FtsY	IPR003593	AAA+ ATPase domain	domain
ftsY	P57137	FTSY_BUCAI	Signal recognition particle receptor FtsY	IPR004390	Signal-recognition particle receptor FtsY	family
ftsY	P57137	FTSY_BUCAI	Signal recognition particle receptor FtsY	IPR013822	Signal recognition particle SRP54, helical bundle	domain
ftsY	P57137	FTSY_BUCAI	Signal recognition particle receptor FtsY	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
ftsY	P57137	FTSY_BUCAI	Signal recognition particle receptor FtsY	IPR036225	SRP/SRP receptor, N-terminal	homologous_superfamily
ftsY	P57137	FTSY_BUCAI	Signal recognition particle receptor FtsY	IPR042101	Signal recognition particle SRP54, N-terminal domain superfamily	homologous_superfamily
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	GO:0097367	carbohydrate derivative binding	F
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	GO:1901135	carbohydrate derivative metabolic process	P
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	GO:0004360	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	F
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	GO:1901137	carbohydrate derivative biosynthetic process	P
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	IPR001347	SIS domain	domain
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	IPR005855	Glucosamine-fructose-6-phosphate aminotransferase, isomerising	family
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	IPR017932	Glutamine amidotransferase type 2 domain	domain
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	IPR029055	Nucleophile aminohydrolases, N-terminal	homologous_superfamily
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	IPR035466	GlmS/AgaS, SIS domain 1	domain
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	IPR035490	GlmS/FrlB, SIS domain 2	domain
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	IPR046348	SIS domain superfamily	homologous_superfamily
glmS	P57138	GLMS_BUCAI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	IPR047084	Glucosamine-fructose-6-phosphate aminotransferase, isomerising, N-terminal domain	domain
metE	P57142	METE_BUCAI	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	F
metE	P57142	METE_BUCAI	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	GO:0008270	zinc ion binding	F
metE	P57142	METE_BUCAI	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	GO:0008652	amino acid biosynthetic process	P
metE	P57142	METE_BUCAI	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	GO:0009086	methionine biosynthetic process	P
metE	P57142	METE_BUCAI	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	IPR002629	Cobalamin-independent methionine synthase MetE, C-terminal/archaeal	domain
metE	P57142	METE_BUCAI	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	IPR006276	Cobalamin-independent methionine synthase	family
metE	P57142	METE_BUCAI	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	IPR013215	Cobalamin-independent methionine synthase MetE, N-terminal	domain
metE	P57142	METE_BUCAI	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	IPR038071	UROD/MetE-like superfamily	homologous_superfamily
purH	P57143	PUR9_BUCAI	Bifunctional purine biosynthesis protein PurH	GO:0003937	IMP cyclohydrolase activity	F
purH	P57143	PUR9_BUCAI	Bifunctional purine biosynthesis protein PurH	GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	F
purH	P57143	PUR9_BUCAI	Bifunctional purine biosynthesis protein PurH	GO:0006164	purine nucleotide biosynthetic process	P
purH	P57143	PUR9_BUCAI	Bifunctional purine biosynthesis protein PurH	GO:0003824	catalytic activity	F
purH	P57143	PUR9_BUCAI	Bifunctional purine biosynthesis protein PurH	IPR002695	Bifunctional purine biosynthesis protein PurH-like	family
